region,type,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Pennsylvania,all_day_ratio_single_tile_users,13.781,11.7414,11.0063,10.5452,10.2042,10.0005,10.2367,10.1612,10.0911,10.1503,10.2001,10.2635,10.2682,10.4371,10.8169,11.2202,11.86,12.6096,13.5065,14.3846,15.3916,16.3389,17.648,18.3465,19.0972,19.3843,19.6173,20.1574,20.4274,20.1923,20.2991,20.0688,20.2885,20.4347,20.0456,19.8603,19.6764,19.5228,19.5156,19.6381,20.0049,19.8814,20.0074,20.4684,20.4981,20.446,20.2919,20.031,20.1812,19.8502,19.3548,19.4413,19.5015,19.4562,19.3819,18.9384,19.4103,19.4669,19.0798,18.7969,18.8561,18.4671,18.1821,17.2304,16.8829,16.7284,16.8989,16.4001,16.5697,16.9482,16.909,17.0896,17.1002,16.6649,16.5914,16.2192,15.6863,15.7078,15.3904,15.1861,15.1535,14.9608,14.9875,15.0307,14.7139,14.8918,14.7552,14.6587,14.7591,14.6443,14.5205,14.5553,14.1102,13.9911,13.9483,13.7817,13.6365,13.4869,13.286,13.1954,13.1609,13.0925,13.0176,12.878,12.7794,12.768,12.7895,12.7427,12.6104,12.551,12.5882,12.6044,12.5035,12.5244,12.6051,12.6216,12.5713,12.4976,12.589,12.71,12.624,12.5236,12.414,12.3081,12.3684,12.3853,12.2453,12.3217,12.3716,12.5175,12.6589,12.7457,12.7478,12.8964,12.867,12.798,12.7041,12.6967,12.6411,12.5749,12.6445,12.7238,12.8316,12.9831,13.0395,13.0366,13.0207,12.938,12.8862,12.8599,12.7801,12.7209,12.6339,12.6124,12.7477,12.6562,12.8388,12.7803,12.738,12.8281,12.8134,12.6376,12.6672,12.4542,12.4807,12.5023,12.4063,12.4237,12.494,12.5157,12.485,12.4513,12.3829,12.363,12.3476,12.3499,12.3746,12.4174,12.3904,12.4467,12.559
Rhode Island,all_day_bing_tiles_visited_relative_change,1.196,1.1487,1.1924,1.1822,1.2098,1.1784,1.1502,1.1434,1.1521,1.1424,1.1324,1.1008,1.0398,0.9833,0.8843,0.7438,0.5359,0.363,0.1235,-0.0198,-0.143,-0.2988,-0.4499,-0.4975,-0.6003,-0.5845,-0.6004,-0.6545,-0.7669,-0.7919,-0.8072,-0.8019,-0.8602,-0.9507,-0.986,-0.9242,-0.873,-0.8661,-0.8965,-0.9233,-0.8833,-0.8432,-0.8487,-0.967,-0.9478,-0.9057,-0.8415,-0.8163,-0.8899,-0.8115,-0.6998,-0.7587,-0.7596,-0.7463,-0.787,-0.6349,-0.7172,-0.753,-0.6707,-0.6111,-0.6396,-0.5801,-0.5507,-0.3774,-0.2764,-0.2404,-0.2434,-0.172,-0.1459,-0.1952,-0.2022,-0.2333,-0.227,-0.1858,-0.1414,-0.0964,-0.0082,0.0133,0.0564,0.078,0.1029,0.1329,0.183,0.1062,0.1426,0.1068,0.1441,0.1671,0.1516,0.115,0.2084,0.2446,0.3647,0.368,0.3739,0.4314,0.4572,0.4593,0.4535,0.4683,0.5054,0.5367,0.4762,0.5143,0.5769,0.6397,0.6451,0.6534,0.6751,0.7628,0.7982,0.8247,0.8432,0.8632,0.8707,0.8575,0.872,0.8754,0.8194,0.7671,0.7257,0.6983,0.7066,0.7387,0.7216,0.6459,0.6807,0.7176,0.7577,0.7478,0.704,0.6811,0.7544,0.759,0.763,0.7423,0.754,0.771,0.7664,0.7969,0.7944,0.7787,0.7924,0.7918,0.7545,0.7938,0.8185,0.8173,0.8295,0.8198,0.8226,0.8469,0.833,0.8452,0.8425,0.8553,0.8195,0.8202,0.8218,0.8254,0.7915,0.7833,0.7592,0.7975,0.7803,0.756,0.7653,0.7608,0.6823,0.6791,0.6981,0.7041,0.7294,0.7314,0.7536,0.8506,0.85,0.8164,0.844,0.8047,0.8063
Rhode Island,all_day_ratio_single_tile_users,0.9339,0.7962,0.7338,0.7176,0.6979,0.6885,0.7191,0.7237,0.7262,0.7335,0.7311,0.7392,0.7549,0.764,0.7994,0.8473,0.9329,0.9983,1.1011,1.1657,1.2299,1.3049,1.386,1.4118,1.4723,1.4655,1.4709,1.491,1.5491,1.5621,1.5691,1.5701,1.6093,1.6739,1.6865,1.6492,1.619,1.6159,1.6274,1.6522,1.6249,1.6134,1.6085,1.6918,1.6849,1.6714,1.6283,1.6165,1.6635,1.6385,1.572,1.6103,1.6142,1.6118,1.6447,1.5755,1.6247,1.6465,1.6098,1.5846,1.6001,1.5511,1.5341,1.453,1.3945,1.3709,1.3711,1.3326,1.3358,1.3655,1.3615,1.3776,1.377,1.3565,1.3361,1.3087,1.2636,1.2555,1.2315,1.2234,1.2074,1.2029,1.1861,1.218,1.2032,1.2189,1.2048,1.1987,1.1983,1.2131,1.1771,1.1706,1.1212,1.1107,1.1056,1.0854,1.0704,1.0667,1.0636,1.062,1.0502,1.0369,1.0518,1.0333,1.0097,0.9954,0.9932,0.9928,0.9882,0.9611,0.9579,0.9538,0.9455,0.9442,0.9453,0.9517,0.9503,0.9488,0.963,0.9755,0.984,0.9895,0.9848,0.9774,0.9839,0.9846,0.9735,0.9606,0.947,0.9455,0.9557,0.9571,0.9574,0.9648,0.9674,0.9768,0.9766,0.9674,0.968,0.9533,0.9531,0.9549,0.9456,0.9444,0.9537,0.9461,0.9452,0.9446,0.9431,0.9553,0.952,0.9481,0.947,0.9423,0.9396,0.9258,0.9271,0.925,0.919,0.9152,0.9244,0.924,0.9443,0.9308,0.9389,0.9486,0.9481,0.9489,0.9859,0.9689,0.9695,0.9663,0.9619,0.963,0.9632,0.9297,0.937,0.939,0.9336,0.947,0.9461
South Carolina,all_day_bing_tiles_visited_relative_change,4.2158,3.842,3.6088,2.9792,2.3773,2.4218,2.5049,2.3007,2.3221,2.3274,2.6004,3.1848,3.1612,2.8961,2.6908,2.0885,1.3085,0.4402,-0.5348,-1.5438,-2.5644,-4.0533,-5.1888,-6.2281,-6.9757,-7.5664,-8.0185,-8.2615,-8.2684,-8.0591,-7.8616,-7.7659,-7.8234,-7.7254,-7.9084,-8.0695,-8.1026,-8.1219,-8.4646,-8.6285,-9.134,-9.3924,-10.1293,-10.6159,-10.3631,-9.8493,-9.5159,-9.0459,-8.6059,-7.99,-7.7437,-7.633,-7.5781,-8.0515,-8.1279,-7.9748,-7.3989,-6.7898,-6.5042,-6.2869,-5.6707,-4.9751,-4.4294,-3.8485,-3.5384,-3.3981,-3.2354,-2.8531,-2.9831,-2.8194,-2.5006,-2.4626,-2.3581,-2.2559,-2.1233,-1.9185,-1.7382,-1.7344,-1.7739,-2.0163,-2.4382,-2.6628,-2.6228,-2.5862,-2.4815,-3.4155,-3.1417,-3.061,-2.8813,-3.062,-3.2067,-3.1238,-1.7808,-1.5145,-0.7476,-0.4534,-0.1474,0.1286,0.1636,0.0605,0.0122,-0.3202,-0.5442,-0.6204,-0.6231,-0.6087,-0.7992,-1.089,-1.1411,-1.0192,-0.9185,-0.7539,-0.5595,-0.4676,-0.3029,-0.2887,-0.4374,-0.5119,-0.7006,-0.9988,-1.0274,-0.9635,-0.7704,-0.3899,-0.4363,-1.1588,-1.1574,-1.1949,-1.6178,-1.938,-2.2622,-2.3684,-1.8206,-2.0049,-2.0095,-1.7044,-1.573,-1.6152,-1.5476,-1.5391,-1.5841,-1.6883,-1.7773,-1.848,-1.8533,-1.93,-2.081,-2.0823,-2.0055,-1.892,-1.8972,-1.9026,-1.7222,-1.5171,-1.4109,-1.5445,-1.7531,-1.7507,-1.7808,-1.9509,-1.9745,-1.9848,-1.8454,-1.7043,-1.6684,-1.5623,-1.5463,-1.765,-1.7982,-1.7098,-1.7098,-1.6236,-1.6639,-1.7218,-1.6755,-1.7622,-2.0302,-2.1892,-2.2248,-2.1971,-2.0899
South Carolina,all_day_ratio_single_tile_users,8.2574,7.0387,6.6304,6.4582,6.5209,6.3211,6.3999,6.3818,6.368,6.3536,6.2784,6.0689,6.0493,6.0385,6.1245,6.2936,6.5384,6.8284,7.1354,7.472,7.8214,8.3555,8.7847,9.1902,9.408,9.6,9.6928,9.6986,9.6391,9.4937,9.403,9.3969,9.4332,9.3953,9.4313,9.3976,9.3958,9.3594,9.4567,9.4995,9.6689,9.7438,10.0386,10.2014,10.1356,10.028,9.9526,9.8469,9.7999,9.6602,9.6384,9.6563,9.6406,9.8727,9.9031,9.8617,9.6379,9.4606,9.3924,9.3646,9.1361,8.9461,8.7955,8.6538,8.5484,8.4878,8.4143,8.2837,8.3478,8.3289,8.163,8.1518,8.1362,8.0994,8.0453,7.9767,7.9865,8.1267,8.1544,8.2091,8.3408,8.3888,8.377,8.3471,8.2953,8.5992,8.5075,8.4805,8.4365,8.4583,8.4753,8.4516,8.0076,7.8995,7.6512,7.5615,7.4797,7.3911,7.3801,7.4373,7.4551,7.5677,7.636,7.6728,7.7,7.6944,7.7419,7.8616,7.8436,7.7969,7.7836,7.7869,7.7386,7.7079,7.6551,7.694,7.7709,7.7838,7.8279,7.9295,7.971,7.9856,7.9391,7.8717,7.9006,7.9563,7.9362,7.9601,8.0994,8.1747,8.2484,8.2635,8.2517,8.3191,8.2864,8.1641,8.1159,8.1041,8.1095,8.1097,8.122,8.1666,8.1921,8.245,8.2563,8.2826,8.329,8.3175,8.2939,8.2927,8.2814,8.2932,8.2161,8.1311,8.0779,8.0935,8.0808,8.063,8.0379,8.0709,8.1012,8.1274,8.09,8.0614,8.0412,8.0363,8.0326,8.0651,8.0756,8.0546,8.067,8.0415,8.0215,8.0493,8.0142,8.0167,8.0832,8.1079,8.1173,8.112,8.0735
South Dakota,all_day_bing_tiles_visited_relative_change,2.6858,2.5136,2.508,2.5021,2.384,2.3614,2.433,2.4256,2.3431,2.3998,2.491,2.4676,2.3079,1.4319,0.916,0.6506,0.2384,-0.1106,-0.675,-1.2544,-1.1866,-1.4554,-1.557,-1.728,-2.1871,-2.2071,-2.2483,-2.611,-2.586,-2.7007,-2.7326,-2.5891,-2.9528,-3.1859,-3.0861,-3.2015,-3.2083,-3.134,-3.2935,-3.0317,-2.5732,-2.503,-3.1742,-3.5956,-3.9355,-3.819,-3.6585,-3.7464,-3.3812,-2.5504,-2.0694,-1.6107,-1.3093,-1.1452,-1.0609,-1.1299,-0.713,-0.3808,-0.4426,-0.433,-0.1629,0.2634,0.6234,0.7805,0.4982,0.5282,0.6182,0.3571,0.1487,-0.0646,-0.2098,0.0077,0.0283,0.0045,0.1988,0.2749,0.2876,0.3563,0.5294,0.8176,0.881,1.0444,1.2347,1.6066,1.7978,1.6653,1.6182,1.774,1.8181,1.8495,1.847,2.0174,2.3458,2.4706,2.548,2.5573,2.5844,2.5485,2.4729,2.3801,2.1839,2.1445,2.2512,2.2693,2.5687,2.8264,2.8973,3.1388,3.1288,3.0546,3.0378,2.9719,2.9231,2.8974,2.9834,3.0948,3.2107,3.2152,3.3533,3.4542,3.5654,3.5397,3.6607,3.897,4.0086,3.7037,3.8522,3.7822,3.6965,3.391,3.1143,3.0216,3.1866,3.0091,3.0513,3.0459,3.2076,3.3022,3.331,3.3319,3.1832,3.1107,3.1614,3.2226,3.1582,3.2114,3.2712,3.292,3.3919,3.3451,3.1878,3.2023,3.2642,3.2989,3.4751,3.5824,3.7346,3.959,4.1061,4.0556,4.1046,4.2006,4.3165,4.4497,4.4966,4.4864,4.6349,4.7463,4.7315,4.5415,4.4059,4.2146,4.0351,3.8387,3.5535,3.221,3.1237,2.9823,2.9461,2.9066,2.8549
South Dakota,all_day_ratio_single_tile_users,3.5249,2.8642,2.6117,2.481,2.4203,2.3297,2.3786,2.3652,2.3769,2.3864,2.3693,2.3812,2.4641,2.6664,2.8045,2.9387,3.0707,3.2651,3.4978,3.6615,3.7038,3.84,3.8816,3.9593,4.0752,4.1145,4.1593,4.3016,4.288,4.3409,4.384,4.339,4.4839,4.5604,4.5123,4.5575,4.561,4.5171,4.5569,4.4402,4.2913,4.29,4.5466,4.7125,4.8376,4.8444,4.8327,4.8906,4.7915,4.525,4.4025,4.286,4.1962,4.1013,4.0589,4.0593,3.9275,3.8305,3.8694,3.8456,3.7691,3.6969,3.5899,3.5259,3.5406,3.4673,3.4276,3.4581,3.4938,3.5865,3.6355,3.613,3.6442,3.7111,3.6969,3.6879,3.6924,3.7243,3.6905,3.6081,3.5658,3.5658,3.5368,3.4145,3.3479,3.5409,3.521,3.4339,3.3753,3.315,3.2853,3.2635,2.9943,2.9506,2.942,2.9165,2.8911,2.917,2.9031,2.9222,2.9627,2.9666,2.945,2.9353,2.8797,2.879,2.8588,2.8185,2.817,2.8516,2.8624,2.8706,2.8377,2.8368,2.8306,2.8114,2.7779,2.7778,2.7514,2.7295,2.7218,2.7261,2.7125,2.7013,2.7453,2.7534,2.6983,2.7139,2.7248,2.7642,2.785,2.7148,2.7117,2.719,2.7008,2.6876,2.6525,2.6554,2.6784,2.6878,2.6907,2.6945,2.6938,2.7,2.6784,2.6688,2.6325,2.6443,2.6157,2.5839,2.5846,2.58,2.5552,2.5304,2.5071,2.5042,2.5,2.505,2.496,2.514,2.5414,2.572,2.5819,2.5778,2.5579,2.5623,2.5501,2.524,2.4758,2.4762,2.4642,2.4457,2.4539,2.4448,2.458,2.4916,2.5008,2.5304,2.5644,2.5495,2.5411
Tennessee,all_day_bing_tiles_visited_relative_change,8.1765,5.7603,5.139,5.3842,5.9236,5.9071,5.9565,5.7353,6.4165,6.3444,5.9432,5.3717,4.894,3.4468,1.7574,0.4462,-1.1375,-2.802,-4.2783,-6.3727,-8.2236,-10.2998,-12.5495,-14.7299,-16.098,-17.1375,-17.4382,-17.4633,-17.1248,-16.7784,-16.7759,-16.6404,-16.881,-17.1996,-18.0094,-18.5596,-18.6218,-17.9468,-18.1932,-18.4258,-18.9522,-18.5934,-20.4609,-20.986,-20.7911,-19.7658,-19.0072,-17.9932,-17.311,-15.2348,-14.263,-13.5457,-13.7264,-14.6865,-14.8399,-15.2819,-15.2735,-14.6906,-14.1702,-14.0459,-12.6047,-11.022,-8.5297,-5.9835,-5.1687,-4.9461,-4.2954,-3.6123,-4.6567,-4.7974,-4.1202,-3.9582,-3.6619,-3.4445,-3.0152,-1.7209,-1.1527,-1.4004,-1.5027,-1.4338,-1.2077,-1.2561,-1.4446,-1.5794,-1.1605,-2.4332,-2.009,-2.0036,-1.9924,-1.6703,-1.1106,-0.6305,1.6504,2.1183,3.1918,3.6254,3.7385,3.807,3.7356,3.309,2.6407,2.2131,2.4342,2.9206,3.3107,3.36,3.6968,4.3779,4.5158,4.4368,4.2381,4.2719,4.2491,3.7953,3.3265,3.1995,3.1091,3.0513,2.0975,1.469,1.3193,1.284,1.1204,1.5665,1.517,0.3801,0.7398,1.1539,1.5127,1.5193,0.8049,0.5456,1.7789,0.9165,0.6019,0.4128,0.3929,0.3864,0.2291,0.1278,0.65,0.5389,0.3296,0.1846,-0.1519,-0.2964,-0.4508,-0.567,-0.6973,-0.828,-0.99,-1.0396,-0.7772,-0.6737,-0.3018,0.3324,0.7967,1.1688,1.7024,1.8703,2.2018,2.2053,1.7002,1.3755,1.1507,0.7972,0.6155,-0.0712,-0.3984,-0.232,-0.057,0.032,0.2577,0.1754,0.3472,0.234,0.1516,0.0237,-0.0407,-0.1229,-0.6678
Tennessee,all_day_ratio_single_tile_users,17.2572,15.5661,14.6959,14.0473,13.6504,13.368,13.6463,13.6873,13.5771,13.6728,13.7966,13.9074,13.976,14.3247,14.9295,15.3271,15.8765,16.4871,17.0507,17.859,18.5952,19.304,20.1818,21.1481,21.7155,22.0808,22.1584,22.0464,21.8585,21.6593,21.5661,21.5129,21.6019,21.6265,21.8105,21.9012,21.8875,21.5639,21.5872,21.6771,21.9574,21.735,22.5493,22.8142,22.8589,22.5952,22.4069,22.0783,22.1151,21.422,21.1024,20.8238,20.913,21.301,21.3772,21.6155,21.7052,21.4999,21.3964,21.3265,20.8257,20.292,19.4288,18.4811,18.2462,18.0944,17.9415,17.6858,18.1357,18.2051,17.9271,17.9397,17.935,17.8185,17.7458,17.2431,17.088,17.3467,17.4001,17.3334,17.2593,17.2638,17.4093,17.4472,17.2919,17.7567,17.6298,17.6673,17.6393,17.4872,17.3338,17.2122,16.3542,16.1823,15.8187,15.7048,15.6685,15.7004,15.754,15.9246,16.1304,16.2387,16.1779,16.0645,15.9716,15.9374,15.874,15.6975,15.6672,15.6618,15.6988,15.7037,15.6995,15.8219,15.9645,16.0294,16.0811,16.1397,16.3412,16.5591,16.6085,16.6366,16.6727,16.5732,16.6122,16.6332,16.3956,16.2821,16.1907,16.1787,16.3692,16.3861,16.3461,16.7395,16.7668,16.7139,16.6862,16.6923,16.7248,16.7528,16.627,16.6842,16.8102,16.9591,17.0913,17.1541,17.2025,17.186,17.1813,17.2118,17.1693,17.1089,17.0047,16.9555,16.8571,16.6993,16.5172,16.343,16.1546,16.0822,15.9768,15.9572,16.0405,16.1447,16.2542,16.3411,16.4021,16.5762,16.651,16.5347,16.4344,16.3813,16.2816,16.3407,16.2688,16.2992,16.3951,16.4441,16.4663,16.4793,16.5845
Texas,all_day_bing_tiles_visited_relative_change,14.3189,14.5283,15.4671,12.6163,12.1259,11.782,11.4958,10.5979,9.7061,8.8244,10.4647,10.3294,8.5217,5.8921,4.0059,1.922,-1.078,-5.1542,-9.511,-14.2082,-20.1423,-26.6104,-30.2039,-33.2269,-35.9424,-38.3987,-39.8919,-41.3258,-42.0008,-43.9549,-45.2629,-45.7683,-46.8192,-47.9696,-50.0524,-51.8775,-51.9654,-52.4978,-53.6125,-53.6829,-54.1857,-52.7354,-53.0197,-52.8196,-52.6143,-50.9242,-49.4974,-47.73,-46.165,-43.8254,-42.3385,-41.102,-42.4314,-42.4673,-41.5284,-39.7506,-37.4024,-36.5174,-36.1634,-34.3533,-33.0139,-31.2701,-29.5301,-27.744,-26.6049,-24.9846,-23.8002,-23.1139,-23.2025,-22.3136,-20.7624,-20.2308,-20.462,-19.9228,-19.6527,-18.9343,-20.3839,-21.1918,-20.5321,-19.4083,-18.7479,-17.9738,-17.2313,-14.7865,-14.3483,-18.8074,-19.0679,-19.1433,-19.0511,-18.9129,-18.3858,-17.1045,-12.1754,-11.3213,-10.2785,-9.6653,-9.3237,-8.7519,-8.1877,-8.244,-8.188,-8.1882,-7.9972,-7.6382,-7.5966,-7.1893,-6.6173,-6.2094,-6.1881,-6.1101,-6.0629,-6.2178,-6.5467,-7.4914,-8.5194,-9.5902,-10.3875,-11.6509,-13.0863,-14.5868,-14.7556,-14.3765,-13.5578,-12.5459,-12.7157,-15.1388,-15.0065,-15.3419,-16.1652,-17.0673,-18.3954,-18.3451,-16.0904,-16.7705,-16.6812,-16.321,-16.1009,-15.9833,-15.8081,-15.5372,-14.982,-14.8532,-15.208,-15.5612,-15.6621,-15.6133,-16.616,-17.6314,-17.9075,-17.6096,-17.5367,-17.3068,-16.6006,-14.8299,-13.0239,-11.6712,-10.8136,-9.9982,-9.6312,-9.6905,-9.735,-9.542,-9.8282,-9.8671,-9.9347,-9.7908,-9.7757,-9.4224,-9.5211,-9.5144,-9.2806,-9.0512,-8.7868,-8.5846,-8.6457,-8.5013,-8.4191,-7.8136,-7.591,-9.1237,-9.4258
Texas,all_day_ratio_single_tile_users,29.8724,25.7202,23.8125,23.9692,23.2979,22.7175,23.1799,23.4877,23.9126,24.3347,24.04,24.2038,24.6387,25.0953,25.7452,26.3346,27.2839,28.4511,29.8751,31.5168,33.7936,36.1526,37.2969,38.344,39.3144,40.183,40.5257,40.721,40.5679,41.407,41.8991,42.0029,42.4617,43.0622,44.3894,45.2474,45.2035,45.3972,45.8244,45.8211,45.9124,44.638,44.2737,44.1641,44.2363,43.7713,43.2828,42.7485,42.3925,41.9176,41.3889,40.7419,41.0473,40.9003,40.4238,39.6914,38.7518,38.5118,38.4382,37.7791,37.3749,36.7168,36.191,35.652,35.2126,34.6406,34.2821,34.0866,34.2223,33.9127,33.1123,32.9585,33.056,32.9148,32.8294,32.6184,33.2777,33.9004,33.7754,33.3974,33.2286,33.0069,32.8261,32.0671,31.8578,33.4725,33.4048,33.3799,33.3861,33.3065,33.0645,32.7051,30.8999,30.7488,30.3709,30.0711,29.9435,29.8935,29.7706,29.7425,29.7931,29.8726,29.8527,29.7775,29.6701,29.5749,29.4569,29.3005,29.3195,29.2932,29.4643,29.6115,29.5393,29.8174,30.1347,30.3812,30.6731,30.9415,31.3142,31.9028,31.9714,31.8325,31.6016,31.4379,31.4593,31.6552,31.4786,31.6379,31.93,32.2899,32.5937,32.5592,32.4495,32.7787,32.7039,32.536,32.4683,32.4203,32.4681,32.4166,32.3209,32.2887,32.4144,32.501,32.4809,32.4105,32.6821,32.9812,32.9909,32.9134,32.8447,32.8235,32.6133,32.0822,31.4956,31.082,30.714,30.4448,30.1636,30.0584,29.9756,29.9442,30.0357,30.0419,30.0032,29.9507,29.9705,30.024,30.0478,29.9542,29.8727,29.7007,29.5987,29.4415,29.332,29.2678,29.1429,29.0422,29.1757,29.5382,29.6058
Utah,all_day_bing_tiles_visited_relative_change,1.7766,3.0073,2.8547,2.8311,2.673,2.5065,2.3888,2.4112,2.3533,2.3097,2.2396,2.1782,1.9905,1.6487,1.6473,1.4119,1.21,0.7956,0.2868,-0.1206,-0.389,-0.8263,-1.2098,-1.6473,-1.9013,-1.9949,-2.1179,-2.3592,-2.6592,-2.8586,-2.8834,-2.8867,-3.0339,-3.0929,-3.0557,-3.052,-3.0539,-3.0428,-3.0404,-3.0411,-3.0035,-2.9523,-3.0984,-3.1789,-3.2105,-3.1788,-3.0657,-2.9922,-2.832,-2.5193,-2.2371,-2.102,-2.0622,-2.0144,-1.8942,-1.7803,-1.5437,-1.5044,-1.367,-1.2025,-0.9836,-0.8237,-0.7551,-0.4868,-0.3085,-0.1197,-0.0277,0.101,0.2748,0.5406,0.7043,0.7706,0.7852,0.8609,0.9177,0.9413,1.0143,1.0696,1.1557,1.2497,1.4204,1.4946,1.5974,1.607,1.6945,1.9918,2.0436,1.9624,1.985,1.9762,2.0778,2.005,1.8557,1.8762,1.9974,2.0375,1.9937,1.7669,1.6494,1.4615,1.4806,1.4893,1.5708,1.6191,1.9047,2.2704,2.4799,2.4429,2.3893,2.4526,2.5683,2.6409,2.6573,2.6569,2.7701,2.8617,2.8076,2.8026,2.7672,2.7452,2.6581,2.6505,2.7855,2.939,2.9838,2.7362,2.8815,3.0723,3.1022,2.9473,2.7889,2.6906,2.8471,2.6713,2.6617,2.5971,2.6544,2.6762,2.6572,2.773,2.8001,2.7397,2.8202,2.7607,2.7513,2.637,2.4977,2.478,2.4384,2.3664,2.3725,2.36,2.5082,2.6333,2.752,2.8778,2.8995,2.9588,3.0599,3.0749,3.1186,3.1027,2.9927,2.9224,2.9995,2.8717,2.8946,2.8946,2.7558,2.7288,2.7533,2.5784,2.6153,2.5587,2.3936,2.3306,2.2303,2.2012,2.1588,2.0444,2.023
Utah,all_day_ratio_single_tile_users,4.0408,3.2508,2.9452,2.7806,2.6594,2.586,2.6346,2.6161,2.6272,2.6295,2.6305,2.6446,2.6942,2.7728,2.8488,2.9268,3.0504,3.2346,3.4692,3.6458,3.7998,3.9427,4.0899,4.2245,4.3116,4.337,4.3861,4.4563,4.5562,4.5965,4.6115,4.6056,4.6787,4.6741,4.6612,4.6608,4.6598,4.6398,4.6407,4.6109,4.5729,4.5321,4.5237,4.5199,4.5184,4.4918,4.4383,4.433,4.4258,4.3596,4.3058,4.2916,4.277,4.322,4.3001,4.2539,4.2178,4.1908,4.1434,4.0967,4.0001,3.9771,3.9442,3.8897,3.8253,3.7697,3.7728,3.7485,3.7231,3.6719,3.5684,3.5864,3.5933,3.5735,3.5328,3.5265,3.5376,3.6078,3.5845,3.5768,3.5658,3.5472,3.4929,3.5183,3.4842,3.5374,3.5134,3.4618,3.4577,3.4637,3.4165,3.4405,3.3472,3.3377,3.3385,3.3263,3.3144,3.3387,3.4084,3.458,3.4499,3.4361,3.4337,3.4346,3.3633,3.2069,3.1534,3.165,3.1889,3.1752,3.1583,3.1557,3.1263,3.1256,3.1075,3.0844,3.0815,3.0948,3.1148,3.1886,3.2213,3.2321,3.2234,3.2221,3.2311,3.2337,3.1567,3.1434,3.1549,3.1847,3.209,3.2164,3.2248,3.297,3.2979,3.3066,3.2989,3.2925,3.2794,3.2817,3.2919,3.2959,3.281,3.2929,3.3139,3.3697,3.3587,3.3213,3.3022,3.3047,3.2948,3.2824,3.2236,3.2208,3.2531,3.2458,3.2291,3.2215,3.2091,3.2101,3.1774,3.12,3.0972,3.0824,3.0737,3.0742,3.0611,3.0788,3.0964,3.1076,3.1188,3.1224,3.0856,3.0684,3.0293,3.0593,3.0511,3.0268,2.9885,2.9904,2.9658
